3 100
0.991178932649 0.112659563821 0.965714747092 
0.279915334318 0.672476128006 0.809515864125 
0.848654270313 0.594912064972 0.485310926938 
0.730629105774 0.427378435997 0.493337599754 
0.0216950006745 0.723593950235 0.40362274379 
0.458390349805 0.478879718603 0.750873813564 
0.538847484936 0.821164295698 0.385540974679 
0.479730959669 0.722397047883 0.0175687000066 
0.871828651271 0.745545491904 0.473562298401 
0.452055148117 0.628768289803 0.511413162285 
0.145513515605 0.247506653966 0.979377300332 
0.247704528451 0.848811258696 0.0253639060114 
0.754965867646 0.259971460617 0.452354028279 
0.695370881124 0.274506274192 0.842225935759 
0.729702856741 0.0384097579198 0.888516194035 
0.0869141680843 0.810572416273 0.605764740535 
0.0762651622433 0.91104550421 0.545149503932 
0.0582322826589 0.856635014771 0.527503134908 
0.0837125979826 0.388376930984 0.965004643767 
0.898260344878 0.609164078666 0.493511987194 
0.826297032106 0.896866351576 0.995529483912 
0.639593042321 0.760545507646 0.130796437776 
0.739720119027 0.525155137073 0.372187759193 
0.633977294347 0.218974091528 0.53753666073 
0.700564364101 0.730771661608 0.406279079983 
0.390032768874 0.181839915993 0.847254835943 
0.380755558249 0.918625508565 0.723830388827 
0.220559835962 0.412116480366 0.392455166017 
0.724988277148 0.689947462207 0.55032810429 
0.590924103013 0.236324987874 0.428977804693 
0.364713262633 0.100555911743 0.890267954258 
0.771291096736 0.0193887484359 0.866943996017 
0.82863163704 0.271952095772 0.600315179304 
0.414193384983 0.686101156231 0.788215983903 
0.300492656021 0.581899497393 0.48388289561 
0.061175197081 0.154819124363 0.441267882267 
0.11562754518 0.0729176548769 0.596214314348 
0.283505465594 0.211888989396 0.531810621295 
0.0980452020107 0.137600907309 0.93973018495 
0.628002679556 0.604135865907 0.371225996234 
0.846656158551 0.959658656717 0.00585127491365 
0.554609096809 0.562364893756 0.629553834204 
0.34571294943 0.416430087208 0.730142812276 
0.651864190907 0.234851127944 0.288834835613 
0.386623567095 0.436266342157 0.803582943228 
0.338614754421 0.992690143936 0.83214604224 
0.0275225164719 0.94514293246 0.544983888324 
0.455220355451 0.926702074371 0.357237315994 
0.490755747471 0.732929701732 0.974170510272 
0.21689931891 0.808117995113 0.340112231419 
0.80226818166 0.428779205759 0.00689166065502 
0.375548881561 0.88781643306 0.881296433577 
0.153600170348 0.00861195580991 0.795845598531 
0.565179737052 0.393575656928 0.761037828073 
0.0187219960705 0.0619355250562 0.0402339195232 
0.057307098247 0.286449729758 0.383837668019 
0.0754920100333 0.363844563377 0.521106443579 
0.104522819281 0.589858145548 0.3341117224 
0.615846479168 0.279359473851 0.144137311029 
0.207329673473 0.57280054467 0.0638925577929 
0.756077984907 0.356787778252 0.515099294697 
0.21867307577 0.138801054386 0.255202300925 
0.330843730055 0.601759836668 0.599904766673 
0.779491868226 0.636777708899 0.742662085237 
0.620120277628 0.772085498312 0.280546560778 
0.0983837626795 0.362034638652 0.129875366294 
0.892092178452 0.443499043541 0.779850556877 
0.142591018725 0.0785482781614 0.979180773636 
0.20607237276 0.948638105918 0.799242308235 
0.0721033780375 0.216230704061 0.784308919789 
0.909437757016 0.91008347941 0.095421222361 
0.628369605288 0.760556291066 0.85942040138 
0.071784158551 0.174254520524 0.809342843553 
0.0188301912472 0.815368268543 0.323252400119 
0.651955144691 0.251542068767 0.503391231647 
0.125647986301 0.670778248507 0.881737252841 
0.982112849277 0.620664733344 0.885345235697 
0.558544689426 0.418325425999 0.251029795742 
0.873995200314 0.0208401824025 0.171330463527 
0.868156247466 0.240208153858 0.478994887691 
0.996062966613 0.206284508311 0.585033558367 
0.527805019156 0.805831630354 0.809193587936 
0.422746362439 0.617136760962 0.314594369819 
0.116301318716 0.846170998401 0.825704841629 
0.915973401463 0.294974714342 0.412800277665 
0.965237509335 0.449023262145 0.99406757565 
0.467471725134 0.562376248812 0.866778982301 
0.542030479808 0.312969779146 0.520603667085 
0.752262384935 0.604835045481 0.843756301929 
0.329909616037 0.458963896215 0.832624298971 
0.501120996571 0.459105361103 0.243411891616 
0.406959649595 0.116852805641 0.567571102005 
0.881370905682 0.813159923445 0.337992718392 
0.38049225081 0.345548878069 0.847049290342 
0.142279817075 0.250862153366 0.740754481459 
0.171442686625 0.872391466764 0.39778759815 
0.662392825457 0.043152180463 0.386263200348 
0.631798564769 0.737138729442 0.63607159875 
0.542424753625 0.78652528496 0.0339556862628 
0.0681884093368 0.838435860287 0.758215686028 
